author_id,author_name,citing_paper,cited_paper
BoVnm1wAAAAJ,F Song,FZModules: A Heterogeneous Computing Framework for Customizable Scientific Data Compression Pipelines,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
No_author_found,F Song - Proceedings of the SC'25 Workshops of the …,FZModules: A Heterogeneous Computing Framework for Customizable Scientific Data Compression Pipelines,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
No_author_found,2025,FZModules: A Heterogeneous Computing Framework for Customizable Scientific Data Compression Pipelines,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
U1EQDU4AAAAJ,S Ruiter,FZModules: A Heterogeneous Computing Framework for Customizable Scientific Data Compression Pipelines,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
Si2zZaIAAAAJ,J Tian,FZModules: A Heterogeneous Computing Framework for Customizable Scientific Data Compression Pipelines,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
BoVnm1wAAAAJ,F Song,FZModules: A Heterogeneous Computing Framework for Customizable Scientific Data Compression Pipelines,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
SL-9eBwAAAAJ,T Agarwal,Szops: Scalar operations for error-bounded lossy compressor for scientific data,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
zh3foWUAAAAJ,S Di,Szops: Scalar operations for error-bounded lossy compressor for scientific data,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
lv5EK6AAAAAJ,J Huang,Szops: Scalar operations for error-bounded lossy compressor for scientific data,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
r8qwkW8AAAAJ,Y Huang,Szops: Scalar operations for error-bounded lossy compressor for scientific data,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
No_author_found,Y Huang… - SC24-W: Workshops …,Szops: Scalar operations for error-bounded lossy compressor for scientific data,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
No_author_found,2024,Szops: Scalar operations for error-bounded lossy compressor for scientific data,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
SL-9eBwAAAAJ,T Agarwal,Szops: Scalar operations for error-bounded lossy compressor for scientific data,Cliz: Optimizing lossy compression for climate datasets with adaptive fine-tuned data prediction
zh3foWUAAAAJ,S Di,Szops: Scalar operations for error-bounded lossy compressor for scientific data,Cliz: Optimizing lossy compression for climate datasets with adaptive fine-tuned data prediction
lv5EK6AAAAAJ,J Huang,Szops: Scalar operations for error-bounded lossy compressor for scientific data,Cliz: Optimizing lossy compression for climate datasets with adaptive fine-tuned data prediction
r8qwkW8AAAAJ,Y Huang,Szops: Scalar operations for error-bounded lossy compressor for scientific data,Cliz: Optimizing lossy compression for climate datasets with adaptive fine-tuned data prediction
No_author_found,Y Huang… - SC24-W: Workshops …,Szops: Scalar operations for error-bounded lossy compressor for scientific data,Cliz: Optimizing lossy compression for climate datasets with adaptive fine-tuned data prediction
No_author_found,2024,Szops: Scalar operations for error-bounded lossy compressor for scientific data,Cliz: Optimizing lossy compression for climate datasets with adaptive fine-tuned data prediction
SL-9eBwAAAAJ,T Agarwal,Szops: Scalar operations for error-bounded lossy compressor for scientific data,Exploring wavelet transform usages for error-bounded scientific data compression
zh3foWUAAAAJ,S Di,Szops: Scalar operations for error-bounded lossy compressor for scientific data,Exploring wavelet transform usages for error-bounded scientific data compression
lv5EK6AAAAAJ,J Huang,Szops: Scalar operations for error-bounded lossy compressor for scientific data,Exploring wavelet transform usages for error-bounded scientific data compression
r8qwkW8AAAAJ,Y Huang,Szops: Scalar operations for error-bounded lossy compressor for scientific data,Exploring wavelet transform usages for error-bounded scientific data compression
yubxZUUAAAAJ,H Feng,ImplicitTerrainV2: Wavelet-Guided Spatially Adaptive Neural Terrain Representation,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
5tHf4aIAAAAJ,X Xu,ImplicitTerrainV2: Wavelet-Guided Spatially Adaptive Neural Terrain Representation,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
zh3foWUAAAAJ,S Di,Enabling Homomorphic Analytical Operations on Compressed Scientific Data with Multi-stage Decompression,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
SL-9eBwAAAAJ,T Agarwal,Enabling Homomorphic Analytical Operations on Compressed Scientific Data with Multi-stage Decompression,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
etsusEoAAAAJ,K Zhao,Enabling Homomorphic Analytical Operations on Compressed Scientific Data with Multi-stage Decompression,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
QRj1QroAAAAJ,X Liang,Enabling Homomorphic Analytical Operations on Compressed Scientific Data with Multi-stage Decompression,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
No_author_found,X Wu,Enabling Homomorphic Analytical Operations on Compressed Scientific Data with Multi-stage Decompression,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
xr_cyAgAAAAJ,G Li,LLMComp: A Language Modeling Paradigm for Error-Bounded Scientific Data Compression (Technical Report),High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
fxBHpbgAAAAJ,S Skiadopoulos,LLMComp: A Language Modeling Paradigm for Error-Bounded Scientific Data Compression (Technical Report),High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
-NdSrrYAAAAJ,P Kalnis,LLMComp: A Language Modeling Paradigm for Error-Bounded Scientific Data Compression (Technical Report),High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
No_author_found,M Alhumaidi,LLMComp: A Language Modeling Paradigm for Error-Bounded Scientific Data Compression (Technical Report),High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
_lXYqZUAAAAJ,M Xia,Time-varying Vector Field Compression with Preserved Critical Point Trajectories,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
pLf2rx0AAAAJ,Y Li,Time-varying Vector Field Compression with Preserved Critical Point Trajectories,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
6blhwnoAAAAJ,P Jiao,Time-varying Vector Field Compression with Preserved Critical Point Trajectories,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
QRj1QroAAAAJ,X Liang,Time-varying Vector Field Compression with Preserved Critical Point Trajectories,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
-JKuWIYAAAAJ,H Guo,Time-varying Vector Field Compression with Preserved Critical Point Trajectories,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
No_author_found,B Wang,Time-varying Vector Field Compression with Preserved Critical Point Trajectories,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
No_author_found,H Guo - arXiv preprint arXiv …,Time-varying Vector Field Compression with Preserved Critical Point Trajectories,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
No_author_found,2025,Time-varying Vector Field Compression with Preserved Critical Point Trajectories,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
_lXYqZUAAAAJ,M Xia,Time-varying Vector Field Compression with Preserved Critical Point Trajectories,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
pLf2rx0AAAAJ,Y Li,Time-varying Vector Field Compression with Preserved Critical Point Trajectories,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
6blhwnoAAAAJ,P Jiao,Time-varying Vector Field Compression with Preserved Critical Point Trajectories,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
QRj1QroAAAAJ,X Liang,Time-varying Vector Field Compression with Preserved Critical Point Trajectories,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
-JKuWIYAAAAJ,H Guo,Time-varying Vector Field Compression with Preserved Critical Point Trajectories,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
No_author_found,B Wang,Time-varying Vector Field Compression with Preserved Critical Point Trajectories,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
No_author_found,H Guo - arXiv preprint arXiv …,Time-varying Vector Field Compression with Preserved Critical Point Trajectories,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
No_author_found,2025,Time-varying Vector Field Compression with Preserved Critical Point Trajectories,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
_lXYqZUAAAAJ,M Xia,Time-varying Vector Field Compression with Preserved Critical Point Trajectories,Cliz: Optimizing lossy compression for climate datasets with adaptive fine-tuned data prediction
pLf2rx0AAAAJ,Y Li,Time-varying Vector Field Compression with Preserved Critical Point Trajectories,Cliz: Optimizing lossy compression for climate datasets with adaptive fine-tuned data prediction
6blhwnoAAAAJ,P Jiao,Time-varying Vector Field Compression with Preserved Critical Point Trajectories,Cliz: Optimizing lossy compression for climate datasets with adaptive fine-tuned data prediction
QRj1QroAAAAJ,X Liang,Time-varying Vector Field Compression with Preserved Critical Point Trajectories,Cliz: Optimizing lossy compression for climate datasets with adaptive fine-tuned data prediction
-JKuWIYAAAAJ,H Guo,Time-varying Vector Field Compression with Preserved Critical Point Trajectories,Cliz: Optimizing lossy compression for climate datasets with adaptive fine-tuned data prediction
No_author_found,B Wang,Time-varying Vector Field Compression with Preserved Critical Point Trajectories,Cliz: Optimizing lossy compression for climate datasets with adaptive fine-tuned data prediction
fxBHpbgAAAAJ,S Skiadopoulos,LLMComp: A Language Modeling Paradigm for Error-Bounded Scientific Data Compression,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
-NdSrrYAAAAJ,P Kalnis,LLMComp: A Language Modeling Paradigm for Error-Bounded Scientific Data Compression,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
XwVRvLIAAAAJ,P Jin,TopcDB: Two-Phase Compactable Lossy Compression for Timeseries Databases,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
No_author_found,Z Jiang,TopcDB: Two-Phase Compactable Lossy Compression for Timeseries Databases,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
ZJj4NzYAAAAJ,C Gao,"Scalable Frameworks for Evolving Graph Analytics: Acceleration, Indexing, and Sampling Through Temporal Reuse",High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
ZJj4NzYAAAAJ,C Gao,"Scalable Frameworks for Evolving Graph Analytics: Acceleration, Indexing, and Sampling Through Temporal Reuse",CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
ZJj4NzYAAAAJ,C Gao,"Scalable Frameworks for Evolving Graph Analytics: Acceleration, Indexing, and Sampling Through Temporal Reuse",Anatomy of High-Performance GEMM with Online Fault Tolerance on GPUs
ZJj4NzYAAAAJ,C Gao,"Scalable Frameworks for Evolving Graph Analytics: Acceleration, Indexing, and Sampling Through Temporal Reuse",FT-Transformer: Resilient and reliable transformer with end-to-end fault tolerant attention
ZJj4NzYAAAAJ,C Gao,"Scalable Frameworks for Evolving Graph Analytics: Acceleration, Indexing, and Sampling Through Temporal Reuse",Cliz: Optimizing lossy compression for climate datasets with adaptive fine-tuned data prediction
ZJj4NzYAAAAJ,C Gao,"Scalable Frameworks for Evolving Graph Analytics: Acceleration, Indexing, and Sampling Through Temporal Reuse",A curriculum learning approach to optimization with application to downlink beamforming
ZJj4NzYAAAAJ,C Gao,"Scalable Frameworks for Evolving Graph Analytics: Acceleration, Indexing, and Sampling Through Temporal Reuse",Exploring wavelet transform usages for error-bounded scientific data compression
ZJj4NzYAAAAJ,C Gao,"Scalable Frameworks for Evolving Graph Analytics: Acceleration, Indexing, and Sampling Through Temporal Reuse",FT-GEMM: A Fault Tolerant High Performance GEMM Implementation on x86 CPUs
ZJj4NzYAAAAJ,C Gao,"Scalable Frameworks for Evolving Graph Analytics: Acceleration, Indexing, and Sampling Through Temporal Reuse",Turbofft: Co-designed high-performance and fault-tolerant fast fourier transform on gpus
ZJj4NzYAAAAJ,C Gao,"Scalable Frameworks for Evolving Graph Analytics: Acceleration, Indexing, and Sampling Through Temporal Reuse",FT K-means: A High-Performance K-means on GPU with Fault Tolerance
ZJj4NzYAAAAJ,C Gao,"Scalable Frameworks for Evolving Graph Analytics: Acceleration, Indexing, and Sampling Through Temporal Reuse",Stationary Deep Reinforcement Learning with Quantum K-Spin Hamiltonian Regularization
ZJj4NzYAAAAJ,C Gao,"Scalable Frameworks for Evolving Graph Analytics: Acceleration, Indexing, and Sampling Through Temporal Reuse",Boosting scientific error-bounded lossy compression through optimized synergistic lossy-lossless orchestration
ZJj4NzYAAAAJ,C Gao,"Scalable Frameworks for Evolving Graph Analytics: Acceleration, Indexing, and Sampling Through Temporal Reuse",Dgro: diameter-guided ring optimization for integrated research infrastructure membership
ZJj4NzYAAAAJ,C Gao,"Scalable Frameworks for Evolving Graph Analytics: Acceleration, Indexing, and Sampling Through Temporal Reuse",Downlink beamforming optimization via deep learning
ZJj4NzYAAAAJ,C Gao,"Scalable Frameworks for Evolving Graph Analytics: Acceleration, Indexing, and Sampling Through Temporal Reuse",TurboFNO: High-Performance Fourier Neural Operator with Fused FFT-GEMM-iFFT on GPU
No_author_found,H Jiang,Long-Term Prediction of Yarn Quality Characteristics Based on Neural Networks and Transfer Learning,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
No_author_found,Z Wang,Long-Term Prediction of Yarn Quality Characteristics Based on Neural Networks and Transfer Learning,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
6blhwnoAAAAJ,P Jiao,Toward Efficient and Scalable Scientific Data Management through Quality-oriented Data Compression,High-performance effective scientific error-bounded lossy compression with auto-tuned multi-component interpolation
GKlJrYYAAAAJ,B Zhang,Pushing the limits of GPU lossy compression: A hierarchical delta approach,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
r8qwkW8AAAAJ,Y Huang,Pushing the limits of GPU lossy compression: A hierarchical delta approach,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
zh3foWUAAAAJ,S Di,Pushing the limits of GPU lossy compression: A hierarchical delta approach,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
BoVnm1wAAAAJ,F Song,Pushing the limits of GPU lossy compression: A hierarchical delta approach,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
hIoeKKkAAAAJ,G Li,Pushing the limits of GPU lossy compression: A hierarchical delta approach,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
r8qwkW8AAAAJ,Y Huang,GPU Lossy Compression for HPC Can Be Versatile and Ultra-Fast,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
zh3foWUAAAAJ,S Di,GPU Lossy Compression for HPC Can Be Versatile and Ultra-Fast,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
hIoeKKkAAAAJ,G Li,GPU Lossy Compression for HPC Can Be Versatile and Ultra-Fast,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
z5u02kIAAAAJ,F Cappello,GPU Lossy Compression for HPC Can Be Versatile and Ultra-Fast,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
No_author_found,F Cappello - … of the International Conference for High …,GPU Lossy Compression for HPC Can Be Versatile and Ultra-Fast,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
No_author_found,2025,GPU Lossy Compression for HPC Can Be Versatile and Ultra-Fast,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
r8qwkW8AAAAJ,Y Huang,GPU Lossy Compression for HPC Can Be Versatile and Ultra-Fast,Cliz: Optimizing lossy compression for climate datasets with adaptive fine-tuned data prediction
zh3foWUAAAAJ,S Di,GPU Lossy Compression for HPC Can Be Versatile and Ultra-Fast,Cliz: Optimizing lossy compression for climate datasets with adaptive fine-tuned data prediction
hIoeKKkAAAAJ,G Li,GPU Lossy Compression for HPC Can Be Versatile and Ultra-Fast,Cliz: Optimizing lossy compression for climate datasets with adaptive fine-tuned data prediction
z5u02kIAAAAJ,F Cappello,GPU Lossy Compression for HPC Can Be Versatile and Ultra-Fast,Cliz: Optimizing lossy compression for climate datasets with adaptive fine-tuned data prediction
r8qwkW8AAAAJ,Y Huang,lsCOMP: Efficient Light Source Compression,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
zh3foWUAAAAJ,S Di,lsCOMP: Efficient Light Source Compression,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
GbhfWUIAAAAJ,R Underwood,lsCOMP: Efficient Light Source Compression,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
tcm6kGIAAAAJ,P Myint,lsCOMP: Efficient Light Source Compression,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
-MAkxpQAAAAJ,M Chu,lsCOMP: Efficient Light Source Compression,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
GKlJrYYAAAAJ,B Zhang,BMQSim: Overcoming Memory Constraints in Quantum Circuit Simulation with a High-Fidelity Compression Framework,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
50k_hl8AAAAJ,B Fang,BMQSim: Overcoming Memory Constraints in Quantum Circuit Simulation with a High-Fidelity Compression Framework,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
87u1ugYAAAAJ,F Ye,BMQSim: Overcoming Memory Constraints in Quantum Circuit Simulation with a High-Fidelity Compression Framework,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
Pn8sRZ0AAAAJ,L Guo,BMQSim: Overcoming Memory Constraints in Quantum Circuit Simulation with a High-Fidelity Compression Framework,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
BoVnm1wAAAAJ,F Song,BMQSim: Overcoming Memory Constraints in Quantum Circuit Simulation with a High-Fidelity Compression Framework,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
eeiMAa8AAAAJ,S Song,A Memory-Efficient and Computation-Balanced Lossy Compressor on Wafer-Scale Engine,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
GbhfWUIAAAAJ,R Underwood,A Memory-Efficient and Computation-Balanced Lossy Compressor on Wafer-Scale Engine,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
zh3foWUAAAAJ,S Di,A Memory-Efficient and Computation-Balanced Lossy Compressor on Wafer-Scale Engine,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
r8qwkW8AAAAJ,Y Huang,A Memory-Efficient and Computation-Balanced Lossy Compressor on Wafer-Scale Engine,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
lv5EK6AAAAAJ,J Huang,ghzccl: Advancing gpu-aware collective communications with homomorphic compression,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
zh3foWUAAAAJ,S Di,ghzccl: Advancing gpu-aware collective communications with homomorphic compression,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
r8qwkW8AAAAJ,Y Huang,ghzccl: Advancing gpu-aware collective communications with homomorphic compression,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
AvanGFkAAAAJ,Z Chen,ghzccl: Advancing gpu-aware collective communications with homomorphic compression,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
z5u02kIAAAAJ,F Cappello,ghzccl: Advancing gpu-aware collective communications with homomorphic compression,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
No_author_found,F Cappello… - Proceedings of the 39th …,ghzccl: Advancing gpu-aware collective communications with homomorphic compression,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
No_author_found,2025,ghzccl: Advancing gpu-aware collective communications with homomorphic compression,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
lv5EK6AAAAAJ,J Huang,ghzccl: Advancing gpu-aware collective communications with homomorphic compression,Exploring wavelet transform usages for error-bounded scientific data compression
zh3foWUAAAAJ,S Di,ghzccl: Advancing gpu-aware collective communications with homomorphic compression,Exploring wavelet transform usages for error-bounded scientific data compression
r8qwkW8AAAAJ,Y Huang,ghzccl: Advancing gpu-aware collective communications with homomorphic compression,Exploring wavelet transform usages for error-bounded scientific data compression
AvanGFkAAAAJ,Z Chen,ghzccl: Advancing gpu-aware collective communications with homomorphic compression,Exploring wavelet transform usages for error-bounded scientific data compression
z5u02kIAAAAJ,F Cappello,ghzccl: Advancing gpu-aware collective communications with homomorphic compression,Exploring wavelet transform usages for error-bounded scientific data compression
moDz23sAAAAJ,D Wang,STZ: A High Quality and High Speed Streaming Lossy Compression Framework for Scientific Data,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
FIUX55EAAAAJ,P Grosset,STZ: A High Quality and High Speed Streaming Lossy Compression Framework for Scientific Data,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
-BjsjJUAAAAJ,J Pulido,STZ: A High Quality and High Speed Streaming Lossy Compression Framework for Scientific Data,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
Si2zZaIAAAAJ,J Tian,STZ: A High Quality and High Speed Streaming Lossy Compression Framework for Scientific Data,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
bERytNsAAAAJ,H Zhao,COCCL: A Collective Communication Library Supporting Easy Integration and Configuration of Customized Compression for Scalable LLM Training,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
sn6xv3IAAAAJ,Z Wei,COCCL: A Collective Communication Library Supporting Easy Integration and Configuration of Customized Compression for Scalable LLM Training,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
No_author_found,X Liu,COCCL: A Collective Communication Library Supporting Easy Integration and Configuration of Customized Compression for Scalable LLM Training,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
No_author_found,H Kong,COCCL: A Collective Communication Library Supporting Easy Integration and Configuration of Customized Compression for Scalable LLM Training,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
No_author_found,S Lyu,COCCL: A Collective Communication Library Supporting Easy Integration and Configuration of Customized Compression for Scalable LLM Training,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
3bXf6H0AAAAJ,W Jia,FLARE: A Dataflow-Aware and Scalable Hardware Architecture for Neural-Hybrid Scientific Lossy Compression,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
lMQ863AAAAAJ,Y Huang,FLARE: A Dataflow-Aware and Scalable Hardware Architecture for Neural-Hybrid Scientific Lossy Compression,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
heoDjhAAAAAJ,S Jin,FLARE: A Dataflow-Aware and Scalable Hardware Architecture for Neural-Hybrid Scientific Lossy Compression,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
Si2zZaIAAAAJ,J Tian,FLARE: A Dataflow-Aware and Scalable Hardware Architecture for Neural-Hybrid Scientific Lossy Compression,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
No_author_found,J Xu,FLARE: A Dataflow-Aware and Scalable Hardware Architecture for Neural-Hybrid Scientific Lossy Compression,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
No_author_found,Z Hu,FLARE: A Dataflow-Aware and Scalable Hardware Architecture for Neural-Hybrid Scientific Lossy Compression,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
EXoO63AAAAAJ,T Maltempi,Checkpointing fine-tuning for accelerating seismic applications in GPUs,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
7vt1JPgAAAAJ,S Rigo,Checkpointing fine-tuning for accelerating seismic applications in GPUs,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
pLf2rx0AAAAJ,Y Li,EXaCTz: Guaranteed Extremum Graph and Contour Tree Preservation for Distributed-and GPU-Parallel Lossy Compression,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
_lXYqZUAAAAJ,M Xia,EXaCTz: Guaranteed Extremum Graph and Contour Tree Preservation for Distributed-and GPU-Parallel Lossy Compression,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
QRj1QroAAAAJ,X Liang,EXaCTz: Guaranteed Extremum Graph and Contour Tree Preservation for Distributed-and GPU-Parallel Lossy Compression,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
Tt0eBesAAAAJ,B Wang,EXaCTz: Guaranteed Extremum Graph and Contour Tree Preservation for Distributed-and GPU-Parallel Lossy Compression,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
-JKuWIYAAAAJ,H Guo,EXaCTz: Guaranteed Extremum Graph and Contour Tree Preservation for Distributed-and GPU-Parallel Lossy Compression,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
No_author_found,H Guo - arXiv preprint arXiv:2604.01397,EXaCTz: Guaranteed Extremum Graph and Contour Tree Preservation for Distributed-and GPU-Parallel Lossy Compression,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
No_author_found,2026,EXaCTz: Guaranteed Extremum Graph and Contour Tree Preservation for Distributed-and GPU-Parallel Lossy Compression,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
pLf2rx0AAAAJ,Y Li,EXaCTz: Guaranteed Extremum Graph and Contour Tree Preservation for Distributed-and GPU-Parallel Lossy Compression,Boosting scientific error-bounded lossy compression through optimized synergistic lossy-lossless orchestration
_lXYqZUAAAAJ,M Xia,EXaCTz: Guaranteed Extremum Graph and Contour Tree Preservation for Distributed-and GPU-Parallel Lossy Compression,Boosting scientific error-bounded lossy compression through optimized synergistic lossy-lossless orchestration
QRj1QroAAAAJ,X Liang,EXaCTz: Guaranteed Extremum Graph and Contour Tree Preservation for Distributed-and GPU-Parallel Lossy Compression,Boosting scientific error-bounded lossy compression through optimized synergistic lossy-lossless orchestration
Tt0eBesAAAAJ,B Wang,EXaCTz: Guaranteed Extremum Graph and Contour Tree Preservation for Distributed-and GPU-Parallel Lossy Compression,Boosting scientific error-bounded lossy compression through optimized synergistic lossy-lossless orchestration
-JKuWIYAAAAJ,H Guo,EXaCTz: Guaranteed Extremum Graph and Contour Tree Preservation for Distributed-and GPU-Parallel Lossy Compression,Boosting scientific error-bounded lossy compression through optimized synergistic lossy-lossless orchestration
q-zZnvoAAAAJ,Y Huang,Variable rate neural compression for sparse detector data,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
cKKYBlgAAAAJ,S Li,Variable rate neural compression for sparse detector data,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
aZyVAYwAAAAJ,X Luo,Variable rate neural compression for sparse detector data,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
ccdd1YoAAAAJ,T Marshall,Variable rate neural compression for sparse detector data,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
No_author_found,Y Go,Variable rate neural compression for sparse detector data,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
No_author_found,J Huang,Variable rate neural compression for sparse detector data,CUSZ-i: High-ratio scientific lossy compression on GPUs with optimized multi-level interpolation
